t,u,theta,phi
3.52,-0.3490658,0.1862968,-0.3838816
3.53,-0.3490658,0.1879995,-0.3838816
3.54,-0.3490658,0.1885416,-0.379019
3.55,-0.3490658,0.1878322,-0.3838816
3.56,-0.3490658,0.1859946,-0.3838816
3.57,-0.3490658,0.1831681,-0.3838816
3.58,-0.3490658,0.1791976,-0.3838816
3.59,-0.3490658,0.1741214,-0.379019
3.6,-0.3490658,0.1682236,-0.3838816
3.61,-0.3490658,0.1613636,-0.3838816
3.62,-0.3490658,0.1533086,-0.3838816
3.63,-0.3490658,0.1444733,-0.3838816
3.64,-0.3490658,0.1347599,-0.3838816
3.65,-0.3490658,0.1241267,-0.3838816
3.66,-0.3490658,0.1128382,-0.3838816
3.67,-0.3490658,0.1009604,-0.3838816
3.68,-0.3490658,0.08827528,-0.3838816
3.69,-0.3490658,0.07535623,-0.3838816
3.7,-0.3490658,0.06191685,-0.3838816
3.71,-0.3490658,0.04815634,-0.3838816
3.72,-0.3490658,0.03430227,-0.3838816
3.73,-0.3490658,0.02035279,-0.3838816
3.74,-0.3490658,0.006269567,-0.3838816
3.75,-0.3490658,-0.007865173,-0.3838816
3.76,-0.3490658,-0.0218332,-0.3838816
3.77,-0.3490658,-0.03556413,-0.3838816
3.78,-0.3490658,-0.04909534,-0.3838816
3.79,-0.3490658,-0.0621036,-0.3838816
3.8,-0.3490658,-0.07468871,-0.3838816
3.81,-0.3490658,-0.08680608,-0.3838816
3.82,-0.3490658,-0.09829208,-0.3838816
3.83,-0.3490658,-0.1090112,-0.3838816
3.84,-0.3490658,-0.1190609,-0.3838816
3.85,-0.3490658,-0.1283167,-0.3838816
3.86,-0.3490658,-0.1365976,-0.3838816
3.87,-0.3490658,-0.1440887,-0.3838816
3.88,-0.3490658,-0.1507209,-0.3838816
3.89,-0.3490658,-0.1563037,-0.3838816
3.9,-0.3490658,-0.1608575,-0.3838816
3.91,-0.3490658,-0.1643877,-0.3838816
3.92,-0.3490658,-0.1668978,-0.3838816
3.93,-0.3490658,-0.1682714,-0.3838816
3.94,-0.3490658,-0.1686408,-0.3838816
3.95,-0.3490658,-0.1676696,-0.3838816
3.96,-0.3490658,-0.165621,-0.3838816
3.97,-0.3490658,-0.1627897,-0.3838816
3.98,-0.3490658,-0.158788,-0.3838816
3.99,-0.3490658,-0.1538492,-0.3838816
4,-0.3490658,-0.1481433,-0.3838816
4.01,-0.3490658,-0.1414589,-0.3838816
4.02,-0.3490658,-0.1338227,-0.3838816
4.03,-0.3490658,-0.1254651,-0.3838816
4.04,-0.3490658,-0.1163073,-0.3838816
4.05,-0.3490658,-0.1064305,-0.3838816
4.06,-0.3490658,-0.09592269,-0.3838816
4.07,-0.3490658,-0.0847559,-0.3838816
4.08,-0.3490658,-0.07312231,-0.3838816
4.09,-0.3490658,-0.06096762,-0.3838816
4.1,-0.3490658,-0.04843719,-0.3838816
4.11,-0.3490658,-0.03577328,-0.3838816
4.12,-0.3490658,-0.02289498,-0.3838816
4.13,-0.3490658,-0.009886679,-0.3838816
4.14,-0.3490658,0.003057048,-0.3838816
4.15,-0.3490658,0.01590442,-0.3838816
4.16,-0.3490658,0.0287172,-0.3838816
4.17,-0.3490658,0.04131696,-0.3838816
4.18,-0.3490658,0.05363885,-0.3838816
4.19,-0.3490658,0.06562182,-0.3838816
4.2,-0.3490658,0.07725665,-0.3838816
4.21,-0.3490658,0.08836009,-0.379019
4.22,-0.3490658,0.09871747,-0.3838816
4.23,-0.3490658,0.1085457,-0.3838816
4.24,-0.3490658,0.117543,-0.3838816
4.25,-0.3490658,0.1257432,-0.3838816
4.26,-0.3490658,0.1332687,-0.3838816
4.27,-0.3490658,0.139945,-0.3838816
4.28,-0.3490658,0.1458067,-0.3838816
4.29,-0.3490658,0.150717,-0.3838816
4.3,-0.3490658,0.1546172,-0.3838816
4.31,-0.3490658,0.1575295,-0.3838816
4.32,-0.3490658,0.1594721,-0.379019
4.33,-0.3490658,0.1604496,-0.3838816
4.34,-0.3490658,0.1603704,-0.3838816
4.35,-0.3490658,0.159481,-0.3838816
4.36,-0.3490658,0.1575399,-0.3838816
4.37,-0.3490658,0.1545453,-0.3838816
4.38,-0.3490658,0.1505107,-0.3838816
4.39,-0.3490658,0.1456653,-0.3838816
4.4,-0.3490658,0.140101,-0.3838816
4.41,-0.3490658,0.1337871,-0.3838816
4.42,-0.3490658,0.1265548,-0.3838816
4.43,-0.3490658,0.1185868,-0.3838816
4.44,-0.3490658,0.109862,-0.3838816
4.45,-0.3490658,0.1006525,-0.3838816
4.46,-0.3490658,0.09080764,-0.3838816
4.47,-0.3490658,0.08042204,-0.3838816
4.48,-0.3490658,0.06969447,-0.3838816
4.49,-0.3490658,0.05851461,-0.3838816
4.5,-0.3490658,0.04706306,-0.3838816
4.51,-0.3490658,0.03542283,-0.3838816
4.52,-0.3490658,0.02356391,-0.3838816
4.53,-0.3490658,0.01165487,-0.379019
4.54,-0.3490658,-0.0001996579,-0.3838816
4.55,-0.3490658,-0.01205931,-0.3838816
4.56,-0.3490658,-0.02375603,-0.3838816
4.57,-0.3490658,-0.03517316,-0.3838816
4.58,-0.3490658,-0.04645593,-0.3838816
4.59,-0.3490658,-0.05735752,-0.3838816
4.6,-0.3490658,-0.06781079,-0.3838816
4.61,-0.3490658,-0.0778048,-0.3838816
4.62,-0.3490658,-0.08719475,-0.3838816
4.63,-0.3490658,-0.09592126,-0.3838816
4.64,-0.3490658,-0.103942,-0.3838816
4.65,-0.3490658,-0.1112389,-0.3838816
